1:t[yr],2:M/Msun,3:Teff[K],4:log(L/Lsun),5:R/Rsun,6:log(Mdot)[Msun/yr],7:logg,8:v_surf[km/s],9:P[days],10:v_crit[km/s],11:Gamma,12:H,13:He,14:Li,15:Be,16:B,17:C,18:N,19:O,20:F,21:Ne,22:Na,23:Mg,24:Al,25:Si,26:Fe,27:sH1,28:sHe3,29:sHe4,30:sLi7,31:sBe9,32:sB10,33:sB11,34:sC12,35:sC13,36:sN14,37:sN15,38:sO16,39:sO17,40:sO18,41:sF19,42:sNe20,43:sNe21,44:sNe22,45:sNa23,46:sMg24,47:sMg25,48:sMg26,49:sAl26,50:sAl27,51:sSi28,52:sSi29,53:sSi30,54:sFe56,55:cH1,56:cHe3,57:cHe4,58:cLi7,59:cBe9,60:cB10,61:cB11,62:cC12,63:cC13,64:cN14,65:cN15,66:cO16,67:cO17,68:cO18,69:cF19,70:cNe20,71:cNe21,72:cNe22,73:cNa23,74:cMg24,74:cMg25,76:cMg26,77:cAl26,78:cAl27,79:cSi28,80:cSi29,81:cSi30,82:cFe56
2.54403e+06,50.94658,49702.80924,5.84336,11.25310,-5.29291,4.04230,285.74740,1.99390,774.18200,0.30575,12.00000,11.46103,-5.37618,-7.50236,-5.23608,7.19660,8.90800,7.27673,0.34282,8.00685,7.00818,7.50314,6.69085,7.60918,7.59918,4.59833e-01,3.52079e-08,5.31729e-01,1.35369e-17,2.26485e-30,2.52697e-17,1.57384e-18,6.69191e-05,2.15075e-05,5.20847e-03,2.00360e-07,1.29473e-04,1.02716e-05,2.40259e-10,1.92384e-11,9.20259e-04,1.33616e-07,1.52816e-05,1.07773e-04,2.88231e-04,4.36295e-06,6.40236e-05,5.76249e-06,5.49440e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.99945e-01,1.45881e-08,5.91562e-01,9.41890e-18,8.93305e-40,2.17270e-23,1.27350e-25,6.91831e-05,2.22331e-05,5.22396e-03,1.99986e-07,1.11944e-04,8.60994e-06,3.31894e-11,2.15278e-12,9.16220e-04,1.19950e-07,1.32739e-05,1.13763e-04,2.88403e-04,2.61818e-06,6.22300e-05,6.95024e-06,5.74116e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.55234e+06,50.90412,49703.16948,5.84386,11.25940,-5.29149,4.04145,284.91503,2.00085,773.43600,0.30612,12.00000,11.46300,-5.42434,-7.56822,-5.25942,7.19793,8.90909,7.27627,0.33048,8.00786,7.00972,7.50417,6.69206,7.61024,7.60024,4.58712e-01,3.49808e-08,5.32844e-01,1.20865e-17,1.95196e-30,2.39067e-17,1.46855e-18,6.69607e-05,2.15209e-05,5.20883e-03,2.00360e-07,1.29024e-04,1.02294e-05,2.33120e-10,1.86539e-11,9.20195e-04,1.33358e-07,1.52353e-05,1.07892e-04,2.88231e-04,4.32544e-06,6.40413e-05,5.73892e-06,5.49895e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.98107e-01,1.43880e-08,5.92925e-01,9.37562e-18,4.46684e-40,1.23595e-23,7.04693e-26,6.91831e-05,2.22331e-05,5.22396e-03,1.99986e-07,1.11944e-04,8.59014e-06,3.30370e-11,2.14289e-12,9.16220e-04,1.19674e-07,1.32434e-05,1.13763e-04,2.88403e-04,2.58821e-06,6.22300e-05,6.91831e-06,5.75440e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.55648e+06,50.88293,49702.49192,5.84410,11.26280,-5.29078,4.04100,284.42561,2.00490,773.05800,0.30630,12.00000,11.46397,-5.44829,-7.61756,-5.27107,7.19858,8.90962,7.27603,0.32437,8.00836,7.01047,7.50469,6.69266,7.61076,7.60076,4.58163e-01,3.48723e-08,5.33396e-01,1.14243e-17,1.81263e-30,2.32547e-17,1.41873e-18,6.69807e-05,2.15278e-05,5.20895e-03,2.00360e-07,1.28801e-04,1.02087e-05,2.29668e-10,1.83713e-11,9.20174e-04,1.33229e-07,1.52121e-05,1.07949e-04,2.88237e-04,4.30695e-06,6.40501e-05,5.72717e-06,5.50123e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.97192e-01,1.42889e-08,5.94292e-01,9.37562e-18,3.53997e-40,1.04232e-23,5.86138e-26,6.91831e-05,2.22331e-05,5.22396e-03,1.99986e-07,1.11686e-04,8.59014e-06,3.30370e-11,2.13304e-12,9.16220e-04,1.19674e-07,1.32130e-05,1.14025e-04,2.88403e-04,2.57040e-06,6.22300e-05,6.90240e-06,5.75440e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.56061e+06,50.86176,49701.71321,5.84435,11.26640,-5.29013,4.04055,284.04602,2.00822,772.67000,0.30649,12.00000,11.46495,-5.47259,-7.64298,-5.28268,7.19924,8.91017,7.27582,0.31831,8.00886,7.01124,7.50521,6.69326,7.61129,7.60129,4.57604e-01,3.47664e-08,5.33949e-01,1.07895e-17,1.68360e-30,2.26214e-17,1.37072e-18,6.70008e-05,2.15343e-05,5.20919e-03,2.00360e-07,1.28585e-04,1.01883e-05,2.26292e-10,1.80946e-11,9.20132e-04,1.33104e-07,1.51897e-05,1.08009e-04,2.88237e-04,4.28864e-06,6.40590e-05,5.71531e-06,5.50339e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.97192e-01,1.43549e-08,5.94292e-01,9.44061e-18,1.65196e-39,5.10505e-23,2.86418e-25,6.93426e-05,2.22844e-05,5.22396e-03,1.99986e-07,1.11686e-04,8.59014e-06,3.32660e-11,2.14783e-12,9.16220e-04,1.19399e-07,1.32130e-05,1.14025e-04,2.88403e-04,2.55859e-06,6.22300e-05,6.88652e-06,5.75440e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.56884e+06,50.81946,49700.22943,5.84512,11.27710,-5.28818,4.03936,283.30289,2.01541,771.66200,0.30706,12.00000,11.46686,-5.52058,-7.55010,-5.30590,7.20054,8.91123,7.27538,0.30627,8.00985,7.01273,7.50621,6.69444,7.61232,7.60232,4.56520e-01,3.45629e-08,5.35032e-01,9.63785e-18,1.45298e-30,2.14082e-17,1.27965e-18,6.70425e-05,2.15477e-05,5.20955e-03,2.00360e-07,1.28156e-04,1.01485e-05,2.19751e-10,1.75582e-11,9.20089e-04,1.32850e-07,1.51450e-05,1.08123e-04,2.88237e-04,4.25256e-06,6.40767e-05,5.69167e-06,5.50795e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.95367e-01,1.41579e-08,5.95662e-01,9.26830e-18,1.28233e-39,4.34510e-23,2.43220e-25,6.93426e-05,2.22844e-05,5.22396e-03,1.99986e-07,1.11686e-04,8.57038e-06,3.31894e-11,2.14783e-12,9.16220e-04,1.19124e-07,1.31826e-05,1.14025e-04,2.88403e-04,2.52930e-06,6.22300e-05,6.85488e-06,5.76766e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.57294e+06,50.79832,49700.80516,5.84541,11.28060,-5.28735,4.03891,282.94035,2.01863,771.26000,0.30728,12.00000,11.46782,-5.54148,-7.49884,-5.31747,7.20119,8.91176,7.27519,0.30033,8.01034,7.01348,7.50672,6.69502,7.61284,7.60284,4.55974e-01,3.44659e-08,5.35575e-01,9.17403e-18,1.35021e-30,2.08276e-17,1.23655e-18,6.70625e-05,2.15541e-05,5.20967e-03,2.00355e-07,1.27950e-04,1.01288e-05,2.16591e-10,1.72990e-11,9.20047e-04,1.32724e-07,1.51231e-05,1.08181e-04,2.88237e-04,4.23487e-06,6.40855e-05,5.67989e-06,5.51011e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.94457e-01,1.40605e-08,5.97035e-01,9.22571e-18,9.18333e-40,3.35738e-23,1.83654e-25,6.93426e-05,2.22844e-05,5.22396e-03,1.99986e-07,1.11429e-04,8.55067e-06,3.31131e-11,2.14289e-12,9.16220e-04,1.19124e-07,1.31826e-05,1.14025e-04,2.88403e-04,2.51768e-06,6.22300e-05,6.83912e-06,5.76766e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.57702e+06,50.77720,49700.41309,5.84569,11.28440,-5.28654,4.03843,282.47098,2.02267,770.85200,0.30749,12.00000,11.46877,-5.55881,-7.47816,-5.32904,7.20183,8.91228,7.27499,0.29442,8.01083,7.01421,7.50722,6.69560,7.61335,7.60335,4.55439e-01,3.43724e-08,5.36118e-01,8.80481e-18,1.25490e-30,2.02633e-17,1.19498e-18,6.70826e-05,2.15606e-05,5.20979e-03,2.00355e-07,1.27744e-04,1.01097e-05,2.13491e-10,1.70451e-11,9.20026e-04,1.32602e-07,1.51015e-05,1.08236e-04,2.88237e-04,4.21726e-06,6.40944e-05,5.66800e-06,5.51226e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.94457e-01,1.39637e-08,5.97035e-01,9.20450e-18,6.54636e-40,2.54683e-23,1.37404e-25,6.93426e-05,2.22844e-05,5.22396e-03,1.99986e-07,1.11429e-04,8.55067e-06,3.30370e-11,2.14289e-12,9.16220e-04,1.18850e-07,1.31522e-05,1.14288e-04,2.88403e-04,2.50035e-06,6.22300e-05,6.82339e-06,5.76766e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.58110e+06,50.75610,49700.12766,5.84596,11.28810,-5.28580,4.03797,282.12467,2.02580,770.45100,0.30770,12.00000,11.46971,-5.57267,-7.48918,-5.34057,7.20246,8.91281,7.27480,0.28856,8.01131,7.01495,7.50772,6.69618,7.61386,7.60386,4.54904e-01,3.42815e-08,5.36649e-01,8.51824e-18,1.16657e-30,1.97161e-17,1.15489e-18,6.71012e-05,2.15670e-05,5.21003e-03,2.00355e-07,1.27541e-04,1.00907e-05,2.10465e-10,1.67969e-11,9.19983e-04,1.32480e-07,1.50803e-05,1.08293e-04,2.88237e-04,4.19981e-06,6.41032e-05,5.65614e-06,5.51455e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.93550e-01,1.38676e-08,5.98412e-01,9.20450e-18,4.60257e-40,1.90985e-23,1.01625e-25,6.93426e-05,2.22844e-05,5.22396e-03,1.99986e-07,1.11429e-04,8.55067e-06,3.29610e-11,2.13304e-12,9.16220e-04,1.18577e-07,1.31522e-05,1.14288e-04,2.88403e-04,2.48886e-06,6.22300e-05,6.82339e-06,5.78096e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.58516e+06,50.73502,49698.55520,5.84622,11.29210,-5.28511,4.03748,281.65326,2.02993,770.04300,0.30790,12.00000,11.47064,-5.58418,-7.53103,-5.35210,7.20309,8.91332,7.27461,0.28274,8.01179,7.01567,7.50821,6.69675,7.61436,7.60436,4.54381e-01,3.41940e-08,5.37180e-01,8.28591e-18,1.08463e-30,1.91836e-17,1.11619e-18,6.71212e-05,2.15735e-05,5.21015e-03,2.00355e-07,1.27342e-04,1.00721e-05,2.07506e-10,1.65543e-11,9.19962e-04,1.32358e-07,1.50591e-05,1.08348e-04,2.88237e-04,4.18264e-06,6.41121e-05,5.64430e-06,5.51671e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.92645e-01,1.37404e-08,5.98412e-01,9.12011e-18,6.99842e-41,3.07610e-24,1.62181e-26,6.95024e-05,2.23357e-05,5.22396e-03,1.99986e-07,1.11173e-04,8.53100e-06,3.28095e-11,2.11836e-12,9.16220e-04,1.18577e-07,1.31220e-05,1.14288e-04,2.88403e-04,2.47172e-06,6.22300e-05,6.80769e-06,5.78096e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.58921e+06,50.71396,49697.30387,5.84642,11.29540,-5.28440,4.03705,281.23369,2.03354,769.68200,0.30806,12.00000,11.47157,-5.59497,-7.60212,-5.36359,7.20373,8.91384,7.27445,0.27697,8.01229,7.01640,7.50871,6.69733,7.61487,7.60487,4.53848e-01,3.41091e-08,5.37700e-01,8.07309e-18,1.00865e-30,1.86672e-17,1.07892e-18,6.71413e-05,2.15799e-05,5.21027e-03,2.00355e-07,1.27145e-04,1.00538e-05,2.04611e-10,1.63166e-11,9.19941e-04,1.32236e-07,1.50383e-05,1.08403e-04,2.88237e-04,4.16553e-06,6.41210e-05,5.63248e-06,5.51887e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.91742e-01,1.36144e-08,5.99791e-01,9.14113e-18,5.44503e-41,2.57632e-24,1.32739e-26,6.95024e-05,2.23357e-05,5.22396e-03,1.99526e-07,1.11173e-04,8.53100e-06,3.27341e-11,2.10378e-12,9.16220e-04,1.18577e-07,1.31220e-05,1.14288e-04,2.88403e-04,2.45471e-06,6.20869e-05,6.79204e-06,5.78096e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.59728e+06,50.67194,49691.58852,5.84688,11.30390,-5.28313,4.03604,280.39162,2.04119,768.87600,0.30841,12.00000,11.47341,-5.62111,-7.79591,-5.38653,7.20498,8.91487,7.27412,0.26557,8.01324,7.01783,7.50969,6.69845,7.61587,7.60587,4.52804e-01,3.39492e-08,5.38741e-01,7.58403e-18,8.72811e-31,1.76779e-17,1.00825e-18,6.71800e-05,2.15924e-05,5.21063e-03,2.00355e-07,1.26762e-04,1.00177e-05,1.99012e-10,1.58573e-11,9.19878e-04,1.31996e-07,1.49975e-05,1.08510e-04,2.88237e-04,4.13200e-06,6.41372e-05,5.60867e-06,5.52306e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.90841e-01,1.34586e-08,6.01174e-01,9.16220e-18,3.38065e-41,1.78649e-24,9.03649e-27,6.95024e-05,2.23357e-05,5.22396e-03,1.99526e-07,1.10917e-04,8.51138e-06,3.25837e-11,2.07970e-12,9.16220e-04,1.18577e-07,1.30918e-05,1.14551e-04,2.88403e-04,2.42103e-06,6.20869e-05,6.76083e-06,5.79429e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.60531e+06,50.63000,49684.60400,5.84735,11.31320,-5.28175,4.03496,279.56222,2.04884,768.03500,0.30878,12.00000,11.47522,-5.65900,-7.96577,-5.40940,7.20621,8.91587,7.27381,0.25434,8.01417,7.01924,7.51065,6.69955,7.61685,7.60685,4.51783e-01,3.38010e-08,5.39772e-01,6.93474e-18,7.55823e-31,1.67440e-17,9.42475e-19,6.72171e-05,2.16048e-05,5.21087e-03,2.00355e-07,1.26392e-04,9.98275e-06,1.93660e-10,1.54177e-11,9.19814e-04,1.31762e-07,1.49575e-05,1.08618e-04,2.88237e-04,4.09921e-06,6.41549e-05,5.58483e-06,5.52726e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.89045e-01,1.32739e-08,6.02560e-01,9.12011e-18,2.01372e-41,1.15878e-24,5.87489e-27,6.95024e-05,2.23357e-05,5.22396e-03,1.99526e-07,1.10917e-04,8.49180e-06,3.24340e-11,2.06063e-12,9.16220e-04,1.18304e-07,1.30617e-05,1.14551e-04,2.88403e-04,2.39332e-06,6.20869e-05,6.74528e-06,5.79429e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.61330e+06,50.58816,49676.43703,5.84782,11.32300,-5.28033,4.03385,278.74469,2.05664,767.17800,0.30916,12.00000,11.47700,-5.70764,-8.05579,-5.43219,7.20742,8.91687,7.27352,0.24330,8.01511,7.02063,7.51160,6.70064,7.61782,7.60782,4.50775e-01,3.36651e-08,5.40779e-01,6.18614e-18,6.54998e-31,1.58624e-17,8.81252e-19,6.72558e-05,2.16167e-05,5.21123e-03,2.00355e-07,1.26032e-04,9.94901e-06,1.88538e-10,1.49972e-11,9.19772e-04,1.31529e-07,1.49187e-05,1.08723e-04,2.88237e-04,4.06705e-06,6.41712e-05,5.56096e-06,5.53146e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.87258e-01,1.31220e-08,6.03949e-01,9.12011e-18,1.46218e-41,9.35406e-25,4.66659e-27,6.96627e-05,2.23872e-05,5.22396e-03,1.99526e-07,1.10662e-04,8.47227e-06,3.23594e-11,2.04644e-12,9.16220e-04,1.18032e-07,1.30317e-05,1.14815e-04,2.88403e-04,2.36048e-06,6.20869e-05,6.71429e-06,5.80764e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.61727e+06,50.56728,49672.17913,5.84806,11.32810,-5.27962,4.03328,278.37001,2.06033,766.74000,0.30935,12.00000,11.47790,-5.73446,-8.07986,-5.44355,7.20803,8.91737,7.27340,0.23786,8.01558,7.02132,7.51208,6.70119,7.61831,7.60831,4.50267e-01,3.36016e-08,5.41290e-01,5.80912e-18,6.09916e-31,1.54405e-17,8.52217e-19,6.72744e-05,2.16227e-05,5.21135e-03,2.00355e-07,1.25855e-04,9.93253e-06,1.86063e-10,1.47938e-11,9.19750e-04,1.31414e-07,1.48994e-05,1.08773e-04,2.88237e-04,4.05126e-06,6.41786e-05,5.54907e-06,5.53350e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.86367e-01,1.30017e-08,6.05341e-01,8.99498e-18,4.76431e-42,3.18420e-25,1.59221e-27,6.96627e-05,2.23872e-05,5.22396e-03,1.99526e-07,1.10662e-04,8.47227e-06,3.23594e-11,2.04174e-12,9.16220e-04,1.18032e-07,1.30017e-05,1.14815e-04,2.88403e-04,2.34423e-06,6.20869e-05,6.69885e-06,5.80764e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.62124e+06,50.54641,49667.44370,5.84827,11.33300,-5.27888,4.03273,277.93518,2.06445,766.32100,0.30952,12.00000,11.47877,-5.76213,-8.09727,-5.45489,7.20863,8.91786,7.27328,0.23247,8.01603,7.02201,7.51255,6.70174,7.61879,7.60879,4.49769e-01,3.35413e-08,5.41776e-01,5.44453e-18,5.68041e-31,1.50304e-17,8.24214e-19,6.72930e-05,2.16287e-05,5.21147e-03,2.00355e-07,1.25684e-04,9.91608e-06,1.83645e-10,1.45952e-11,9.19708e-04,1.31302e-07,1.48806e-05,1.08825e-04,2.88237e-04,4.03562e-06,6.41874e-05,5.53707e-06,5.53567e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.85478e-01,1.29420e-08,6.05341e-01,9.07821e-18,7.37904e-42,5.16416e-25,2.56448e-27,6.96627e-05,2.23872e-05,5.22396e-03,1.99526e-07,1.10408e-04,8.45279e-06,3.22849e-11,2.03704e-12,9.16220e-04,1.17761e-07,1.30017e-05,1.14815e-04,2.88403e-04,2.32809e-06,6.20869e-05,6.68344e-06,5.80764e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.62914e+06,50.50476,49657.02994,5.84875,11.34410,-5.27754,4.03152,277.17587,2.07214,765.41300,0.30991,12.00000,11.48051,-5.81809,-8.11893,-5.47753,7.20982,8.91883,7.27304,0.22181,8.01694,7.02336,7.51348,6.70279,7.61974,7.60974,4.48787e-01,3.34287e-08,5.42763e-01,4.77584e-18,4.93015e-31,1.42446e-17,7.71099e-19,6.73287e-05,2.16406e-05,5.21171e-03,2.00360e-07,1.25346e-04,9.88417e-06,1.78962e-10,1.42102e-11,9.19666e-04,1.31075e-07,1.48436e-05,1.08926e-04,2.88237e-04,4.00488e-06,6.42037e-05,5.51315e-06,5.53962e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.84592e-01,1.27938e-08,6.06736e-01,9.03649e-18,5.22396e-42,3.96278e-25,1.97242e-27,6.98232e-05,2.23872e-05,5.22396e-03,1.99526e-07,1.10408e-04,8.43335e-06,3.22107e-11,2.02768e-12,9.16220e-04,1.17490e-07,1.29718e-05,1.15080e-04,2.88403e-04,2.30144e-06,6.20869e-05,6.66807e-06,5.82103e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.63307e+06,50.48397,49651.62946,5.84900,11.34970,-5.27680,4.03091,276.73891,2.07644,764.95800,0.31011,12.00000,11.48137,-5.84563,-8.12479,-5.48882,7.21041,8.91931,7.27293,0.21656,8.01739,7.02403,7.51395,6.70332,7.62021,7.61021,4.48301e-01,3.33764e-08,5.43250e-01,4.47755e-18,4.59420e-31,1.38682e-17,7.45899e-19,6.73473e-05,2.16466e-05,5.21183e-03,2.00360e-07,1.25179e-04,9.86870e-06,1.76697e-10,1.40243e-11,9.19623e-04,1.30966e-07,1.48255e-05,1.08976e-04,2.88237e-04,3.98979e-06,6.42111e-05,5.50123e-06,5.54166e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.83707e-01,1.27057e-08,6.08135e-01,8.99498e-18,3.45144e-42,2.77971e-25,1.36458e-27,6.98232e-05,2.24388e-05,5.22396e-03,1.99526e-07,1.10408e-04,8.43335e-06,3.22107e-11,2.02768e-12,9.16220e-04,1.17490e-07,1.29718e-05,1.15080e-04,2.88403e-04,2.28560e-06,6.20869e-05,6.65273e-06,5.82103e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.64480e+06,50.42173,49633.91533,5.84971,11.36710,-5.27459,4.02904,275.62768,2.08802,763.57700,0.31069,12.00000,11.48390,-5.92336,-8.13725,-5.52258,7.21214,8.92073,7.27262,0.20108,8.01872,7.02600,7.51531,6.70487,7.62160,7.61160,4.46869e-01,3.32376e-08,5.44678e-01,3.73181e-18,3.72220e-31,1.28012e-17,6.75461e-19,6.74000e-05,2.16636e-05,5.21219e-03,2.00360e-07,1.24698e-04,9.82336e-06,1.70200e-10,1.34899e-11,9.19560e-04,1.30638e-07,1.47724e-05,1.09121e-04,2.88237e-04,3.94539e-06,6.42362e-05,5.46525e-06,5.54766e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.81066e-01,1.24451e-08,6.09537e-01,8.91251e-18,1.82810e-42,1.67109e-25,8.16582e-28,6.98232e-05,2.24388e-05,5.22396e-03,1.99526e-07,1.10154e-04,8.41395e-06,3.20627e-11,2.01372e-12,9.16220e-04,1.16950e-07,1.29122e-05,1.15345e-04,2.88403e-04,2.24388e-06,6.20869e-05,6.60693e-06,5.83445e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.65257e+06,50.38033,49620.56970,5.85017,11.37930,-5.27309,4.02775,274.83206,2.09632,762.64000,0.31108,12.00000,11.48556,-5.96964,-8.14279,-5.54500,7.21327,8.92166,7.27245,0.19101,8.01959,7.02729,7.51620,6.70587,7.62251,7.61251,4.45933e-01,3.31597e-08,5.45620e-01,3.34757e-18,3.23780e-31,1.21386e-17,6.32441e-19,6.74342e-05,2.16750e-05,5.21243e-03,2.00360e-07,1.24391e-04,9.79422e-06,1.66104e-10,1.31532e-11,9.19496e-04,1.30425e-07,1.47384e-05,1.09217e-04,2.88237e-04,3.91670e-06,6.42510e-05,5.44139e-06,5.55150e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.80189e-01,1.23027e-08,6.10942e-01,8.85116e-18,8.79023e-43,8.95365e-26,4.28549e-28,6.99842e-05,2.24905e-05,5.22396e-03,1.99526e-07,1.09901e-04,8.39460e-06,3.20627e-11,2.00909e-12,9.16220e-04,1.16681e-07,1.29122e-05,1.15345e-04,2.88403e-04,2.21309e-06,6.20869e-05,6.57658e-06,5.84790e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.66030e+06,50.33903,49606.62739,5.85063,11.39170,-5.27161,4.02645,274.10510,2.10418,761.69900,0.31147,12.00000,11.48719,-6.01080,-8.14959,-5.56737,7.21439,8.92258,7.27229,0.18113,8.02046,7.02856,7.51710,6.70687,7.62341,7.61341,4.45010e-01,3.30948e-08,5.46538e-01,3.03858e-18,2.81864e-31,1.15120e-17,5.92311e-19,6.74683e-05,2.16860e-05,5.21267e-03,2.00360e-07,1.24094e-04,9.76607e-06,1.62185e-10,1.28307e-11,9.19454e-04,1.30215e-07,1.47048e-05,1.09310e-04,2.88244e-04,3.88866e-06,6.42673e-05,5.41739e-06,5.55533e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.78443e-01,1.21339e-08,6.13762e-01,8.83080e-18,4.14000e-43,4.64515e-26,2.19280e-28,6.99842e-05,2.24905e-05,5.22396e-03,1.99526e-07,1.09901e-04,8.37529e-06,3.19890e-11,2.00447e-12,9.16220e-04,1.16413e-07,1.28825e-05,1.15611e-04,2.88403e-04,2.18273e-06,6.20869e-05,6.56145e-06,5.84790e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.66415e+06,50.31841,49599.38827,5.85086,11.39810,-5.27087,4.02579,273.75160,2.10807,761.22200,0.31166,12.00000,11.48799,-6.02944,-8.15334,-5.57854,7.21494,8.92303,7.27222,0.17626,8.02088,7.02918,7.51753,6.70736,7.62385,7.61385,4.44560e-01,3.30666e-08,5.46991e-01,2.90797e-18,2.63057e-31,1.12114e-17,5.73258e-19,6.74854e-05,2.16915e-05,5.21279e-03,2.00360e-07,1.23948e-04,9.75237e-06,1.60291e-10,1.26748e-11,9.19433e-04,1.30113e-07,1.46886e-05,1.09355e-04,2.88244e-04,3.87481e-06,6.42747e-05,5.40530e-06,5.55725e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.77572e-01,1.20504e-08,6.13762e-01,8.81049e-18,2.58821e-43,3.05492e-26,1.43219e-28,6.99842e-05,2.24905e-05,5.22396e-03,1.99526e-07,1.09648e-04,8.37529e-06,3.19154e-11,1.99986e-12,9.16220e-04,1.16145e-07,1.28825e-05,1.15611e-04,2.88403e-04,2.17270e-06,6.20869e-05,6.54636e-06,5.84790e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.66798e+06,50.29781,49591.55385,5.85109,11.40460,-5.27019,4.02511,273.36635,2.11226,760.74200,0.31185,12.00000,11.48879,-6.04682,-8.15688,-5.58970,7.21549,8.92348,7.27215,0.17144,8.02130,7.02980,7.51796,6.70784,7.62429,7.61429,4.44109e-01,3.30423e-08,5.47444e-01,2.79107e-18,2.45550e-31,1.09189e-17,5.54856e-19,6.75025e-05,2.16970e-05,5.21291e-03,2.00360e-07,1.23806e-04,9.73890e-06,1.58435e-10,1.25222e-11,9.19412e-04,1.30008e-07,1.46727e-05,1.09401e-04,2.88244e-04,3.86127e-06,6.42836e-05,5.39337e-06,5.55917e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,3.76704e-01,1.19950e-08,6.15177e-01,8.79023e-18,1.71791e-43,2.12814e-26,9.97700e-29,6.99842e-05,2.24905e-05,5.22396e-03,1.99526e-07,1.09648e-04,8.35603e-06,3.19154e-11,1.99986e-12,9.16220e-04,1.15878e-07,1.28529e-05,1.15611e-04,2.88403e-04,2.15774e-06,6.20869e-05,6.53131e-06,5.86138e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
