1:t[yr],2:M/Msun,3:Teff[K],4:log(L/Lsun),5:R/Rsun,6:log(Mdot)[Msun/yr],7:logg,8:v_surf[km/s],9:P[days],10:v_crit[km/s],11:Gamma,12:H,13:He,14:Li,15:Be,16:B,17:C,18:N,19:O,20:F,21:Ne,22:Na,23:Mg,24:Al,25:Si,26:Fe,27:sH1,28:sHe3,29:sHe4,30:sLi7,31:sBe9,32:sB10,33:sB11,34:sC12,35:sC13,36:sN14,37:sN15,38:sO16,39:sO17,40:sO18,41:sF19,42:sNe20,43:sNe21,44:sNe22,45:sNa23,46:sMg24,47:sMg25,48:sMg26,49:sAl26,50:sAl27,51:sSi28,52:sSi29,53:sSi30,54:sFe56,55:cH1,56:cHe3,57:cHe4,58:cLi7,59:cBe9,60:cB10,61:cB11,62:cC12,63:cC13,64:cN14,65:cN15,66:cO16,67:cO17,68:cO18,69:cF19,70:cNe20,71:cNe21,72:cNe22,73:cNa23,74:cMg24,74:cMg25,76:cMg26,77:cAl26,78:cAl27,79:cSi28,80:cSi29,81:cSi30,82:cFe56
2.33527e+06,51.96792,49523.04822,5.82886,11.14730,-5.32906,4.05912,307.46292,1.83565,791.31700,0.29562,12.00000,11.41048,-4.53526,-6.32481,-4.65615,7.16322,8.88056,7.29886,0.67237,7.98179,6.96849,7.47737,6.66053,7.58281,7.57281,4.88619e-01,4.32374e-08,5.02933e-01,9.97264e-17,9.33319e-29,9.98389e-17,8.81313e-18,6.58552e-05,2.11549e-05,5.19565e-03,2.00295e-07,1.44597e-04,1.16681e-05,5.40592e-10,4.36606e-11,9.21807e-04,1.40382e-07,1.66828e-05,1.04518e-04,2.88217e-04,5.43751e-06,6.34512e-05,6.32543e-06,5.38072e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.33511e-01,1.94089e-08,5.57186e-01,1.05439e-17,8.93305e-37,1.11173e-21,1.09901e-23,6.79204e-05,2.18273e-05,5.22396e-03,1.99986e-07,1.17490e-04,9.16220e-06,3.70681e-11,2.62422e-12,9.18333e-04,1.27644e-07,1.40929e-05,1.10662e-04,2.88403e-04,3.44350e-06,6.20869e-05,7.69130e-06,5.59758e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.34939e+06,51.90148,49542.43190,5.82991,11.15210,-5.32663,4.05819,306.01559,1.84512,790.24500,0.29632,12.00000,11.41388,-4.57305,-6.34874,-4.69535,7.16542,8.88238,7.29671,0.64926,7.98342,6.97119,7.47906,6.66253,7.58454,7.57454,4.86676e-01,4.25942e-08,5.04871e-01,9.10521e-17,7.26541e-29,9.10165e-17,7.84711e-18,6.59265e-05,2.11787e-05,5.19673e-03,2.00304e-07,1.43321e-04,1.15513e-05,5.10599e-10,4.12335e-11,9.21701e-04,1.39920e-07,1.65749e-05,1.04751e-04,2.88217e-04,5.35772e-06,6.34980e-05,6.28840e-06,5.38828e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.31519e-01,1.90985e-08,5.59758e-01,1.04713e-17,6.99842e-37,1.06905e-21,1.01859e-23,6.79204e-05,2.18273e-05,5.22396e-03,1.99986e-07,1.17220e-04,9.12011e-06,3.68129e-11,2.58226e-12,9.18333e-04,1.27057e-07,1.40281e-05,1.10917e-04,2.88403e-04,3.38065e-06,6.20869e-05,7.63836e-06,5.61048e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.35874e+06,51.85727,49555.78101,5.83062,11.15510,-5.32497,4.05758,305.07584,1.85132,789.53300,0.29680,12.00000,11.41614,-4.59641,-6.35770,-4.72131,7.16689,8.88359,7.29533,0.63401,7.98452,6.97297,7.48019,6.66385,7.58569,7.57569,4.85389e-01,4.21755e-08,5.06163e-01,8.60558e-17,6.15432e-29,8.56052e-17,7.26624e-18,6.59736e-05,2.11948e-05,5.19745e-03,2.00313e-07,1.42498e-04,1.14760e-05,4.91722e-10,3.97054e-11,9.21637e-04,1.39611e-07,1.65048e-05,1.04904e-04,2.88224e-04,5.30554e-06,6.35287e-05,6.26383e-06,5.39324e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.30527e-01,1.88799e-08,5.61048e-01,1.03514e-17,4.70977e-37,8.24138e-22,7.63836e-24,6.80769e-05,2.18776e-05,5.22396e-03,1.99986e-07,1.16681e-04,9.09913e-06,3.65595e-11,2.55270e-12,9.18333e-04,1.26765e-07,1.39959e-05,1.10917e-04,2.88403e-04,3.34195e-06,6.20869e-05,7.60326e-06,5.61048e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.37268e+06,51.79109,49574.25822,5.83161,11.15960,-5.32255,4.05668,303.57947,1.86110,788.49100,0.29748,12.00000,11.41950,-4.62806,-6.41828,-4.75998,7.16908,8.88540,7.29336,0.61136,7.98614,6.97563,7.48187,6.66582,7.58741,7.57741,4.83471e-01,4.15623e-08,5.08078e-01,7.96911e-17,4.80529e-29,7.81304e-17,6.47918e-18,6.60450e-05,2.12188e-05,5.19852e-03,2.00318e-07,1.41306e-04,1.13663e-05,4.64975e-10,3.75388e-11,9.21531e-04,1.39155e-07,1.64014e-05,1.05131e-04,2.88224e-04,5.22853e-06,6.35726e-05,6.22702e-06,5.40057e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.28549e-01,1.85353e-08,5.63638e-01,1.03514e-17,3.89045e-37,8.41395e-22,7.48170e-24,6.80769e-05,2.18776e-05,5.22396e-03,1.99986e-07,1.16413e-04,9.05733e-06,3.63078e-11,2.51768e-12,9.18333e-04,1.26183e-07,1.39316e-05,1.11173e-04,2.88403e-04,3.28852e-06,6.20869e-05,7.55092e-06,5.62341e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.37730e+06,51.76906,49580.64373,5.83196,11.16120,-5.32173,4.05637,303.10758,1.86427,788.13300,0.29772,12.00000,11.42062,-4.63901,-6.43976,-4.77280,7.16980,8.88600,7.29273,0.60387,7.98669,6.97651,7.48243,6.66648,7.58798,7.57798,4.82836e-01,4.13619e-08,5.08721e-01,7.76051e-17,4.42660e-29,7.58001e-17,6.23749e-18,6.60678e-05,2.12266e-05,5.19888e-03,2.00323e-07,1.40919e-04,1.13310e-05,4.56457e-10,3.68485e-11,9.21510e-04,1.39005e-07,1.63674e-05,1.05206e-04,2.88224e-04,5.20319e-06,6.35872e-05,6.21484e-06,5.40306e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.27563e-01,1.84077e-08,5.63638e-01,1.02565e-17,2.57040e-37,5.92925e-22,5.21195e-24,6.80769e-05,2.18776e-05,5.22396e-03,1.99986e-07,1.16145e-04,9.03649e-06,3.61410e-11,2.49459e-12,9.18333e-04,1.26183e-07,1.38995e-05,1.11173e-04,2.88403e-04,3.26588e-06,6.20869e-05,7.53356e-06,5.62341e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.39109e+06,51.70310,49597.32074,5.83292,11.16600,-5.31939,4.05545,301.66170,1.87402,787.09500,0.29837,12.00000,11.42396,-4.67585,-6.53258,-4.81102,7.17199,8.88780,7.29092,0.58159,7.98832,6.97914,7.48411,6.66846,7.58970,7.57970,4.80928e-01,4.07709e-08,5.10623e-01,7.10117e-17,3.46466e-29,6.92500e-17,5.56852e-18,6.61378e-05,2.12501e-05,5.19984e-03,2.00332e-07,1.39788e-04,1.12272e-05,4.32046e-10,3.48674e-11,9.21404e-04,1.38554e-07,1.62678e-05,1.05427e-04,2.88224e-04,5.12814e-06,6.36297e-05,6.17831e-06,5.41053e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.25598e-01,1.81134e-08,5.66239e-01,1.02565e-17,2.01372e-37,5.66239e-22,4.80839e-24,6.82339e-05,2.19280e-05,5.22396e-03,1.99986e-07,1.15878e-04,8.99498e-06,3.58096e-11,2.45471e-12,9.18333e-04,1.25603e-07,1.38676e-05,1.11429e-04,2.88403e-04,3.21366e-06,6.20869e-05,7.48170e-06,5.63638e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.40022e+06,51.65921,49607.94818,5.83358,11.16960,-5.31776,4.05479,300.70433,1.88060,786.38200,0.29882,12.00000,11.42617,-4.70498,-6.57372,-4.83633,7.17344,8.88899,7.28977,0.56689,7.98940,6.98088,7.48522,6.66977,7.59084,7.58084,4.79667e-01,4.03869e-08,5.11882e-01,6.62308e-17,2.94544e-29,6.52259e-17,5.16547e-18,6.61851e-05,2.12657e-05,5.20044e-03,2.00336e-07,1.39059e-04,1.11601e-05,4.16658e-10,3.36186e-11,9.21340e-04,1.38255e-07,1.62028e-05,1.05572e-04,2.88224e-04,5.07902e-06,6.36576e-05,6.15404e-06,5.41539e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.23643e-01,1.79061e-08,5.67545e-01,1.02094e-17,1.56315e-37,5.02343e-22,4.15911e-24,6.82339e-05,2.19280e-05,5.22396e-03,1.99986e-07,1.15611e-04,8.97429e-06,3.56451e-11,2.43220e-12,9.18333e-04,1.25314e-07,1.38038e-05,1.11686e-04,2.88403e-04,3.17687e-06,6.20869e-05,7.46449e-06,5.63638e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.40476e+06,51.63730,49613.47211,5.83390,11.17140,-5.31698,4.05448,300.24826,1.88375,786.02600,0.29904,12.00000,11.42727,-4.72029,-6.59823,-4.84893,7.17416,8.88958,7.28921,0.55959,7.98994,6.98175,7.48578,6.67043,7.59141,7.58141,4.79038e-01,4.01967e-08,5.12507e-01,6.38528e-17,2.71663e-29,6.33097e-17,4.97565e-18,6.62079e-05,2.12736e-05,5.20068e-03,2.00336e-07,1.38704e-04,1.11270e-05,4.09232e-10,3.30149e-11,9.21298e-04,1.38108e-07,1.61704e-05,1.05645e-04,2.88224e-04,5.05475e-06,6.36708e-05,6.14200e-06,5.41789e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.22669e-01,1.77419e-08,5.68853e-01,1.01391e-17,1.09901e-37,3.76704e-22,3.09030e-24,6.82339e-05,2.19280e-05,5.22396e-03,1.99986e-07,1.15611e-04,8.95365e-06,3.54813e-11,2.41546e-12,9.18333e-04,1.25026e-07,1.38038e-05,1.11686e-04,2.88403e-04,3.15500e-06,6.20869e-05,7.44732e-06,5.64937e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.41833e+06,51.57168,49627.74190,5.83485,11.17710,-5.31475,4.05347,298.84105,1.89361,784.95800,0.29970,12.00000,11.43056,-4.76932,-6.67702,-4.88653,7.17633,8.89136,7.28760,0.53786,7.99155,6.98434,7.48743,6.67239,7.59311,7.58311,4.77167e-01,3.96388e-08,5.14387e-01,5.68133e-17,2.13393e-29,5.79189e-17,4.44990e-18,6.62781e-05,2.12966e-05,5.20164e-03,2.00341e-07,1.37661e-04,1.10311e-05,3.87891e-10,3.12810e-11,9.21192e-04,1.37664e-07,1.60757e-05,1.05862e-04,2.88224e-04,4.98276e-06,6.37089e-05,6.10576e-06,5.42525e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.20727e-01,1.74582e-08,5.70164e-01,1.01158e-17,9.79490e-38,4.07380e-22,3.23594e-24,6.83912e-05,2.19786e-05,5.22396e-03,1.99986e-07,1.15080e-04,8.93305e-06,3.52371e-11,2.38232e-12,9.18333e-04,1.24738e-07,1.37404e-05,1.11944e-04,2.88403e-04,3.10456e-06,6.20869e-05,7.39605e-06,5.64937e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.42732e+06,51.52803,49637.63763,5.83551,11.18120,-5.31312,4.05279,297.88783,1.90036,784.22700,0.30015,12.00000,11.43275,-4.80359,-6.70206,-4.91141,7.17777,8.89255,7.28659,0.52354,7.99263,6.98606,7.48855,6.67370,7.59425,7.58425,4.75916e-01,3.92762e-08,5.15632e-01,5.23649e-17,1.81844e-29,5.46034e-17,4.13247e-18,6.63239e-05,2.13118e-05,5.20224e-03,2.00346e-07,1.36987e-04,1.09691e-05,3.74438e-10,3.01870e-11,9.21128e-04,1.37369e-07,1.60140e-05,1.06003e-04,2.88224e-04,4.93571e-06,6.37353e-05,6.08177e-06,5.43013e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.19759e-01,1.72187e-08,5.71479e-01,1.00000e-17,5.64937e-38,2.67917e-22,2.07014e-24,6.83912e-05,2.19786e-05,5.22396e-03,1.99986e-07,1.14815e-04,8.89201e-06,3.50752e-11,2.36048e-12,9.18333e-04,1.24451e-07,1.37088e-05,1.11944e-04,2.88403e-04,3.06196e-06,6.20869e-05,7.36207e-06,5.66239e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.44070e+06,51.46270,49650.72095,5.83643,11.18710,-5.31084,4.05178,296.52960,1.91009,783.16500,0.30079,12.00000,11.43602,-4.85455,-6.78829,-4.94849,7.17992,8.89431,7.28515,0.50229,7.99424,6.98862,7.49021,6.67566,7.59595,7.58595,4.74056e-01,3.87454e-08,5.17500e-01,4.63853e-17,1.43265e-29,5.00104e-17,3.70092e-18,6.63926e-05,2.13349e-05,5.20295e-03,2.00350e-07,1.36013e-04,1.08790e-05,3.55345e-10,2.86332e-11,9.21022e-04,1.36934e-07,1.59232e-05,1.06214e-04,2.88224e-04,4.86620e-06,6.37720e-05,6.04589e-06,5.43751e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.17830e-01,1.69434e-08,5.74116e-01,9.97700e-18,4.68813e-38,2.69153e-22,2.01372e-24,6.85488e-05,2.20293e-05,5.22396e-03,1.99986e-07,1.14551e-04,8.87156e-06,3.48337e-11,2.33884e-12,9.18333e-04,1.23880e-07,1.36458e-05,1.12202e-04,2.88403e-04,3.01301e-06,6.22300e-05,7.31139e-06,5.67545e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.44514e+06,51.44095,49654.73201,5.83675,11.18940,-5.31002,4.05142,296.02466,1.91373,782.79600,0.30101,12.00000,11.43709,-4.87216,-6.81741,-4.96080,7.18063,8.89490,7.28469,0.49526,7.99478,6.98946,7.49075,6.67630,7.59651,7.58651,4.73446e-01,3.85718e-08,5.18108e-01,4.44846e-17,1.32367e-29,4.85736e-17,3.56788e-18,6.64156e-05,2.13422e-05,5.20331e-03,2.00350e-07,1.35697e-04,1.08495e-05,3.49253e-10,2.81371e-11,9.21001e-04,1.36789e-07,1.58935e-05,1.06282e-04,2.88224e-04,4.84328e-06,6.37837e-05,6.03393e-06,5.43989e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.16869e-01,1.68267e-08,5.75440e-01,9.90832e-18,2.91743e-38,1.78238e-22,1.31826e-24,6.85488e-05,2.20293e-05,5.22396e-03,1.99986e-07,1.14288e-04,8.85116e-06,3.46737e-11,2.32274e-12,9.18333e-04,1.23595e-07,1.36458e-05,1.12202e-04,2.88403e-04,2.99226e-06,6.22300e-05,7.29458e-06,5.67545e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.45839e+06,51.37586,49665.69151,5.83763,11.19590,-5.30778,4.05037,294.63533,1.92388,781.72600,0.30163,12.00000,11.44032,-4.92843,-6.92792,-4.99750,7.18277,8.89665,7.28337,0.47438,7.99638,6.99199,7.49241,6.67825,7.59820,7.58820,4.71607e-01,3.80645e-08,5.19948e-01,3.89269e-17,1.04532e-29,4.45246e-17,3.19875e-18,6.64829e-05,2.13649e-05,5.20403e-03,2.00350e-07,1.34769e-04,1.07639e-05,3.31757e-10,2.67122e-11,9.20895e-04,1.36358e-07,1.58059e-05,1.06488e-04,2.88231e-04,4.77573e-06,6.38190e-05,5.99833e-06,5.44716e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.14000e-01,1.65196e-08,5.76766e-01,9.88553e-18,2.42661e-38,1.78649e-22,1.27938e-24,6.85488e-05,2.20293e-05,5.22396e-03,1.99986e-07,1.14025e-04,8.81049e-06,3.45144e-11,2.30144e-12,9.18333e-04,1.23310e-07,1.35831e-05,1.12460e-04,2.88403e-04,2.94442e-06,6.22300e-05,7.24436e-06,5.68853e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.46278e+06,51.35420,49669.37153,5.83794,11.19820,-5.30701,4.05000,294.17990,1.92726,781.35900,0.30185,12.00000,11.44139,-4.94869,-6.96128,-5.00969,7.18348,8.89723,7.28295,0.46748,7.99692,6.99283,7.49296,6.67889,7.59876,7.58876,4.70999e-01,3.78992e-08,5.20559e-01,3.71048e-17,9.66585e-30,4.32564e-17,3.08496e-18,6.65059e-05,2.13722e-05,5.20427e-03,2.00355e-07,1.34468e-04,1.07362e-05,3.26174e-10,2.62573e-11,9.20874e-04,1.36217e-07,1.57772e-05,1.06557e-04,2.88231e-04,4.75346e-06,6.38308e-05,5.98646e-06,5.44954e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.14000e-01,1.64059e-08,5.78096e-01,9.81748e-18,1.45546e-38,1.14815e-22,8.09096e-25,6.87068e-05,2.20800e-05,5.22396e-03,1.99986e-07,1.14025e-04,8.81049e-06,3.43558e-11,2.29087e-12,9.18333e-04,1.23027e-07,1.35519e-05,1.12460e-04,2.88403e-04,2.92415e-06,6.22300e-05,7.22770e-06,5.68853e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.47589e+06,51.28935,49677.73888,5.83881,11.20560,-5.30486,4.04888,292.78751,1.93771,780.26700,0.30246,12.00000,11.44458,-5.01370,-7.06898,-5.04603,7.18560,8.89897,7.28176,0.44698,7.99852,6.99533,7.49460,6.68083,7.60044,7.59044,4.69181e-01,3.74162e-08,5.22372e-01,3.18229e-17,7.65121e-30,3.96826e-17,2.76866e-18,6.65733e-05,2.13944e-05,5.20499e-03,2.00355e-07,1.33592e-04,1.06549e-05,3.10149e-10,2.49500e-11,9.20768e-04,1.35791e-07,1.56928e-05,1.06758e-04,2.88231e-04,4.68781e-06,6.38631e-05,5.95086e-06,5.45682e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.11150e-01,1.61436e-08,5.79429e-01,9.79490e-18,1.30617e-38,1.22462e-22,8.43335e-25,6.87068e-05,2.20800e-05,5.22396e-03,1.99986e-07,1.13763e-04,8.77001e-06,3.41979e-11,2.26464e-12,9.18333e-04,1.22462e-07,1.35207e-05,1.12720e-04,2.88403e-04,2.87740e-06,6.22300e-05,7.17794e-06,5.70164e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.48457e+06,51.24622,49682.98268,5.83940,11.21090,-5.30331,4.04810,291.92235,1.94438,779.51900,0.30288,12.00000,11.44670,-5.05969,-7.09601,-5.07013,7.18701,8.90013,7.28101,0.43348,7.99958,6.99699,7.49569,6.68211,7.60156,7.59156,4.67972e-01,3.71048e-08,5.23576e-01,2.85516e-17,6.55345e-30,3.74766e-17,2.57709e-18,6.66178e-05,2.14087e-05,5.20547e-03,2.00355e-07,1.33027e-04,1.06023e-05,3.00027e-10,2.41240e-11,9.20704e-04,1.35510e-07,1.56376e-05,1.06891e-04,2.88231e-04,4.64483e-06,6.38852e-05,5.92734e-06,5.46160e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.10204e-01,1.59588e-08,5.82103e-01,9.79490e-18,1.50314e-38,1.59221e-22,1.07647e-24,6.87068e-05,2.20800e-05,5.22396e-03,1.99986e-07,1.13501e-04,8.74984e-06,3.41979e-11,2.25944e-12,9.18333e-04,1.22180e-07,1.34896e-05,1.12720e-04,2.88403e-04,2.84446e-06,6.22300e-05,7.16143e-06,5.70164e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.48889e+06,51.22469,49685.68534,5.83976,11.21430,-5.30255,4.04766,291.52059,1.94765,779.09500,0.30314,12.00000,11.44775,-5.08242,-7.08981,-5.08215,7.18770,8.90070,7.28064,0.42677,8.00010,6.99781,7.49623,6.68275,7.60211,7.59211,4.67380e-01,3.69530e-08,5.24179e-01,2.70614e-17,6.06680e-30,3.64225e-17,2.48662e-18,6.66392e-05,2.14161e-05,5.20571e-03,2.00355e-07,1.32749e-04,1.05765e-05,2.95128e-10,2.37241e-11,9.20662e-04,1.35372e-07,1.56106e-05,1.06957e-04,2.88231e-04,4.62360e-06,6.38955e-05,5.91548e-06,5.46399e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.09261e-01,1.58855e-08,5.82103e-01,9.72747e-18,1.13501e-38,1.28529e-22,8.55067e-25,6.88652e-05,2.21309e-05,5.22396e-03,1.99986e-07,1.13240e-04,8.74984e-06,3.41193e-11,2.25424e-12,9.18333e-04,1.22180e-07,1.34586e-05,1.12980e-04,2.88403e-04,2.83139e-06,6.22300e-05,7.14496e-06,5.70164e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.49750e+06,51.18166,49691.48241,5.84036,11.21930,-5.30088,4.04690,290.64188,1.95442,778.35700,0.30356,12.00000,11.44984,-5.12449,-7.10317,-5.10609,7.18910,8.90185,7.27995,0.41346,8.00116,6.99945,7.49731,6.68402,7.60322,7.59322,4.66187e-01,3.66556e-08,5.25364e-01,2.45002e-17,5.20236e-30,3.44096e-17,2.31563e-18,6.66837e-05,2.14304e-05,5.20619e-03,2.00355e-07,1.32206e-04,1.05262e-05,2.85641e-10,2.29493e-11,9.20598e-04,1.35092e-07,1.55571e-05,1.07088e-04,2.88231e-04,4.58163e-06,6.39161e-05,5.89196e-06,5.46877e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.08319e-01,1.56315e-08,5.83445e-01,9.59401e-18,3.94457e-39,5.05825e-23,3.28852e-25,6.88652e-05,2.21309e-05,5.22396e-03,1.99986e-07,1.13240e-04,8.72971e-06,3.38844e-11,2.23357e-12,9.18333e-04,1.21899e-07,1.34276e-05,1.12980e-04,2.88403e-04,2.79254e-06,6.22300e-05,7.11214e-06,5.71479e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.51032e+06,51.11729,49696.30332,5.84114,11.22730,-5.29877,4.04574,289.23093,1.96536,777.27500,0.30413,12.00000,11.45295,-5.18334,-7.27826,-5.14181,7.19118,8.90355,7.27898,0.39376,8.00274,7.00187,7.49892,6.68592,7.60487,7.59487,4.64419e-01,3.62285e-08,5.27133e-01,2.13142e-17,4.13704e-30,3.16111e-17,2.08224e-18,6.67483e-05,2.14521e-05,5.20679e-03,2.00360e-07,1.31420e-04,1.04527e-05,2.72164e-10,2.18484e-11,9.20513e-04,1.34682e-07,1.54789e-05,1.07278e-04,2.88231e-04,4.51991e-06,6.39470e-05,5.85666e-06,5.47583e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.05509e-01,1.53462e-08,5.86138e-01,9.61612e-18,3.23594e-39,4.98884e-23,3.13329e-25,6.88652e-05,2.21820e-05,5.22396e-03,1.99986e-07,1.12720e-04,8.68960e-06,3.36512e-11,2.20800e-12,9.18333e-04,1.21339e-07,1.33968e-05,1.13240e-04,2.88403e-04,2.74789e-06,6.22300e-05,7.06318e-06,5.71479e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.51882e+06,51.07449,49698.36223,5.84171,11.23380,-5.29727,4.04487,288.36139,1.97243,776.49300,0.30454,12.00000,11.45500,-5.22795,-7.36901,-5.16552,7.19255,8.90468,7.27837,0.38080,8.00378,7.00347,7.49999,6.68717,7.60596,7.59596,4.63255e-01,3.59567e-08,5.28299e-01,1.91854e-17,3.55451e-30,2.98806e-17,1.94062e-18,6.67929e-05,2.14659e-05,5.20727e-03,2.00360e-07,1.30912e-04,1.04057e-05,2.63657e-10,2.11529e-11,9.20450e-04,1.34413e-07,1.54280e-05,1.07404e-04,2.88231e-04,4.47961e-06,6.39661e-05,5.83311e-06,5.48050e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.04576e-01,1.51705e-08,5.87489e-01,9.54993e-18,2.43220e-39,4.16869e-23,2.58821e-25,6.90240e-05,2.21820e-05,5.22396e-03,1.99986e-07,1.12720e-04,8.66962e-06,3.34965e-11,2.19280e-12,9.16220e-04,1.21060e-07,1.33660e-05,1.13240e-04,2.88403e-04,2.71644e-06,6.22300e-05,7.03072e-06,5.72796e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.52727e+06,51.03176,49700.32642,5.84227,11.24010,-5.29578,4.04402,287.49540,1.97948,775.72500,0.30495,12.00000,11.45703,-5.27672,-7.41742,-5.18912,7.19391,8.90579,7.27779,0.36799,8.00481,7.00506,7.50104,6.68841,7.60704,7.59704,4.62104e-01,3.56952e-08,5.29456e-01,1.71049e-17,3.05633e-30,2.82514e-17,1.80921e-18,6.68344e-05,2.14803e-05,5.20763e-03,2.00360e-07,1.30419e-04,1.03598e-05,2.55517e-10,2.04871e-11,9.20386e-04,1.34144e-07,1.53784e-05,1.07530e-04,2.88231e-04,4.43997e-06,6.39853e-05,5.80965e-06,5.48517e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.02717e-01,1.49624e-08,5.88844e-01,9.48418e-18,1.70608e-39,3.27341e-23,1.99986e-25,6.90240e-05,2.21820e-05,5.22396e-03,1.99986e-07,1.12460e-04,8.64968e-06,3.34195e-11,2.17270e-12,9.16220e-04,1.20781e-07,1.33352e-05,1.13501e-04,2.88403e-04,2.67917e-06,6.22300e-05,6.99842e-06,5.72796e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
2.53986e+06,50.96785,49702.25761,5.84308,11.24970,-5.29366,4.04273,286.20699,1.99011,774.57500,0.30554,12.00000,11.46004,-5.35158,-7.48239,-5.22437,7.19593,8.90745,7.27699,0.34906,8.00635,7.00740,7.50262,6.69025,7.60865,7.59865,4.60394e-01,3.53256e-08,5.31166e-01,1.43433e-17,2.44034e-30,2.59824e-17,1.62945e-18,6.68975e-05,2.15006e-05,5.20823e-03,2.00360e-07,1.29706e-04,1.02932e-05,2.43950e-10,1.95407e-11,9.20301e-04,1.33746e-07,1.53056e-05,1.07711e-04,2.88231e-04,4.38188e-06,6.40133e-05,5.77431e-06,5.49212e-05,4.82848e-04,2.53934e-05,1.73165e-05,1.02322e-03,4.00867e-01,1.46893e-08,5.91562e-01,9.46237e-18,1.45881e-39,3.35738e-23,1.98153e-25,6.91831e-05,2.22331e-05,5.22396e-03,1.99986e-07,1.12202e-04,8.62979e-06,3.32660e-11,2.16272e-12,9.16220e-04,1.20226e-07,1.32739e-05,1.13763e-04,2.88403e-04,2.63633e-06,6.22300e-05,6.96627e-06,5.74116e-05,4.83059e-04,2.54097e-05,1.72982e-05,1.02329e-03,
