line time mass lg(L) lg(Teff) 1H_surf 4He_surf 12C_surf 13C_surf 14N_surf 16O_surf 17O_surf 18O_surf 20Ne_surf 22Ne_surf 26Al_surf Mcc/Mt lg(Teff) lg(Md) lg(rhoc) lg(Tc) 1H_cen 4He_cen 12C_cen 13C_cen 14N_cen 16O_cen 17O_cen 18O_cen 20Ne_cen 22Ne_cen 26Al_cen Omeg_surf Omeg_cen Rp/Req Md/Md(0) v_crit1 v_crit2 v_equa Om/Om_cr Gamma_Ed lg(Mdot_mech) L_tot 
12 0.804204883072702E+06 49.084202 5.578773 4.654205 0.7200000E+00 0.2659559E+00 2.2831525E-03 2.7707439E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6387 4.654205 -5.899 0.425167 7.617906 0.6237315E+00 0.3625532E+00 6.6681157E-05 1.8277838E-05 7.9054548E-03 4.1920055E-04 9.2218770E-07 1.2410574E-09 1.8583171E-03 1.1473870E-06 2.614E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.204215 0.0000000E+00 0.0000000000E+00 
13 0.869986914255550E+06 49.000484 5.581699 4.653050 0.7200000E+00 0.2659559E+00 2.2831525E-03 2.7707440E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6351 4.653050 -5.892 0.425686 7.618385 0.6151912E+00 0.3711007E+00 6.7244903E-05 1.8433386E-05 7.9553218E-03 3.6138937E-04 7.9090822E-07 1.0686088E-09 1.8569522E-03 1.2020913E-06 2.587E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.205947 0.0000000E+00 0.0000000000E+00 
14 0.934219815919619E+06 48.917306 5.584583 4.651865 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707442E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6317 4.651865 -5.884 0.426325 7.618895 0.6067397E+00 0.3795578E+00 6.7726675E-05 1.8566509E-05 7.9946607E-03 3.1572141E-04 6.8728277E-07 9.3238798E-10 1.8556064E-03 1.2565653E-06 2.552E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.207672 0.0000000E+00 0.0000000000E+00 
15 0.997972935219789E+06 48.833319 5.587477 4.650672 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707444E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6282 4.650672 -5.877 0.427079 7.619439 0.5982367E+00 0.3880652E+00 6.8152418E-05 1.8684458E-05 8.0262851E-03 2.7894487E-04 6.0351528E-07 8.2226232E-10 1.8542556E-03 1.3113089E-06 2.508E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.209419 0.0000000E+00 0.0000000000E+00 
16 0.105969770450325E+07 48.750615 5.590299 4.649460 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707448E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6249 4.649460 -5.869 0.427865 7.619982 0.5898930E+00 0.3964124E+00 6.8707147E-05 1.8836857E-05 8.0508751E-03 2.4997834E-04 5.3574136E-07 7.3720437E-10 1.8529320E-03 1.3636038E-06 2.459E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.211142 0.0000000E+00 0.0000000000E+00 
17 0.112269834890598E+07 48.664759 5.593224 4.648211 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707452E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6216 4.648211 -5.862 0.428897 7.620610 0.5812656E+00 0.4050426E+00 6.8838612E-05 1.8874475E-05 8.0717700E-03 2.2592522E-04 4.8408899E-07 6.6471962E-10 1.8515643E-03 1.4169750E-06 2.403E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.212944 0.0000000E+00 0.0000000000E+00 
18 0.118274758380984E+07 48.581541 5.596020 4.646941 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707456E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 0.000E+00 0.6185 4.646941 -5.855 0.429887 7.621209 0.5729363E+00 0.4133741E+00 6.9141391E-05 1.8958633E-05 8.0876956E-03 2.0725705E-04 4.4157259E-07 6.0899156E-10 1.8502439E-03 1.4681564E-06 2.346E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.214687 0.0000000E+00 0.0000000000E+00 
19 0.124349187409894E+07 48.495946 5.598768 4.645656 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707465E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 5.948E-29 0.6147 4.645656 -5.847 0.430905 7.621829 0.5643921E+00 0.4219201E+00 6.9429526E-05 1.9039114E-05 8.1008041E-03 1.9182617E-04 4.0599529E-07 5.6250902E-10 1.8488889E-03 1.5199148E-06 2.284E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.216431 0.0000000E+00 0.0000000000E+00 
20 0.130249111791813E+07 48.411416 5.601525 4.644299 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707476E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 1.297E-28 0.6115 4.644299 -5.840 0.431991 7.622455 0.5559766E+00 0.4303369E+00 6.9777454E-05 1.9133414E-05 8.1110314E-03 1.7958448E-04 3.7761602E-07 5.2694371E-10 1.8475531E-03 1.5692779E-06 2.222E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.218189 0.0000000E+00 0.0000000000E+00 
21 0.136121153733364E+07 48.325901 5.604368 4.642893 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707488E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 2.000E-28 0.6084 4.642893 -5.833 0.433239 7.623124 0.5474921E+00 0.4388225E+00 6.9916477E-05 1.9174686E-05 8.1195655E-03 1.6961588E-04 3.5542443E-07 4.9649232E-10 1.8462049E-03 1.6181833E-06 2.158E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.220011 0.0000000E+00 0.0000000000E+00 
22 0.141941100123331E+07 48.239761 5.607208 4.641427 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707500E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 2.641E-28 0.6054 4.641427 -5.826 0.434515 7.623797 0.5389772E+00 0.4473382E+00 7.0158067E-05 1.9242167E-05 8.1262948E-03 1.6153790E-04 3.3649660E-07 4.7222936E-10 1.8448501E-03 1.6659682E-06 2.093E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.221850 0.0000000E+00 0.0000000000E+00 
23 0.147612119484446E+07 48.154472 5.609890 4.640000 0.7200000E+00 0.2659559E+00 2.2831524E-03 2.7707525E-05 6.5875803E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 1.496E-27 0.6015 4.640000 -5.819 0.435743 7.624462 0.5305722E+00 0.4557438E+00 7.0387572E-05 1.9306364E-05 8.1316180E-03 1.5508379E-04 3.2109226E-07 4.5269201E-10 1.8435107E-03 1.7119662E-06 2.029E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.223619 0.0000000E+00 0.0000000000E+00 
24 0.153293523325886E+07 48.067641 5.612612 4.638462 0.7200000E+00 0.2659559E+00 2.2831523E-03 2.7707556E-05 6.5875804E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 3.098E-27 0.5988 4.638462 -5.813 0.436996 7.625120 0.5220281E+00 0.4642884E+00 7.0844379E-05 1.9434148E-05 8.1356132E-03 1.4976543E-04 3.0630189E-07 4.3678273E-10 1.8421467E-03 1.7574289E-06 1.964E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.225432 0.0000000E+00 0.0000000000E+00 
25 0.158815847859766E+07 47.981909 5.615405 4.636946 0.7200000E+00 0.2659559E+00 2.2831523E-03 2.7707588E-05 6.5875804E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 4.629E-27 0.5959 4.636946 -5.806 0.438521 7.625854 0.5136158E+00 0.4727010E+00 7.0806557E-05 1.9423704E-05 8.1393977E-03 1.4551139E-04 2.9804754E-07 4.2381548E-10 1.8408013E-03 1.8005895E-06 1.900E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.227292 0.0000000E+00 0.0000000000E+00 
26 0.164344016123313E+07 47.894756 5.618190 4.635338 0.7200000E+00 0.2659559E+00 2.2831523E-03 2.7707629E-05 6.5875804E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 7.875E-27 0.5929 4.635338 -5.799 0.440007 7.626572 0.5050977E+00 0.4812193E+00 7.1024744E-05 1.9484809E-05 8.1421575E-03 1.4199969E-04 2.8912225E-07 4.1307373E-10 1.8394363E-03 1.8432415E-06 1.837E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.229170 0.0000000E+00 0.0000000000E+00 
27 0.169719324106269E+07 47.808685 5.620755 4.633732 0.7200000E+00 0.2659559E+00 2.2831522E-03 2.7707693E-05 6.5875804E-04 5.7184752E-03 2.2656013E-06 1.2899741E-05 1.8768898E-03 1.5180834E-04 1.582E-26 0.5894 4.633732 -5.792 0.441408 7.627276 0.4966939E+00 0.4896233E+00 7.1235849E-05 1.9544195E-05 8.1443328E-03 1.3916605E-04 2.8168047E-07 4.0432804E-10 1.8380869E-03 1.8843371E-06 1.775E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.230943 0.0000000E+00 0.0000000000E+00 
28 0.175163732585494E+07 47.720175 5.623582 4.631929 0.7200000E+00 0.2659559E+00 2.2831521E-03 2.7707770E-05 6.5875805E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 2.524E-26 0.5865 4.631929 -5.786 0.443012 7.628021 0.4880673E+00 0.4982500E+00 7.1453842E-05 1.9605326E-05 8.1461059E-03 1.3678010E-04 2.7513767E-07 3.9686540E-10 1.8366988E-03 1.9256130E-06 1.713E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.232882 0.0000000E+00 0.0000000000E+00 
29 0.180355146700401E+07 47.634528 5.626305 4.630135 0.7200000E+00 0.2659559E+00 2.2831521E-03 2.7707849E-05 6.5875805E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 3.419E-26 0.5836 4.630135 -5.779 0.444620 7.628753 0.4797486E+00 0.5065688E+00 7.1671782E-05 1.9666959E-05 8.1474510E-03 1.3488188E-04 2.6940981E-07 3.9052926E-10 1.8353573E-03 1.9641943E-06 1.654E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.234768 0.0000000E+00 0.0000000000E+00 
30 0.185624317678704E+07 47.546300 5.628862 4.628331 0.7200000E+00 0.2659559E+00 2.2831520E-03 2.7707933E-05 6.5875806E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 4.294E-26 0.5802 4.628331 -5.773 0.446097 7.629471 0.4711827E+00 0.5151347E+00 7.2127418E-05 1.9795028E-05 8.1482085E-03 1.3325737E-04 2.6283448E-07 3.8546991E-10 1.8339729E-03 2.0026831E-06 1.596E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.236593 0.0000000E+00 0.0000000000E+00 
31 0.190801895645861E+07 47.458338 5.631650 4.626445 0.7200000E+00 0.2659559E+00 2.2831519E-03 2.7708057E-05 6.5875806E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 6.612E-26 0.5774 4.626445 -5.767 0.447968 7.630282 0.4626527E+00 0.5236646E+00 7.2065864E-05 1.9777100E-05 8.1494829E-03 1.3190694E-04 2.6083610E-07 3.8142922E-10 1.8325910E-03 2.0392324E-06 1.539E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.238558 0.0000000E+00 0.0000000000E+00 
32 0.195855359937239E+07 47.371276 5.634241 4.624562 0.7200000E+00 0.2659559E+00 2.2831517E-03 2.7708202E-05 6.5875807E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 9.475E-26 0.5751 4.624562 -5.761 0.449691 7.631046 0.4542398E+00 0.5320775E+00 7.2279345E-05 1.9837050E-05 8.1501558E-03 1.3078314E-04 2.5704615E-07 3.7772543E-10 1.8312250E-03 2.0753739E-06 1.484E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.240426 0.0000000E+00 0.0000000000E+00 
33 0.200867367482243E+07 47.283697 5.636890 4.622631 0.7200000E+00 0.2659559E+00 2.2831516E-03 2.7708378E-05 6.5875808E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 1.382E-25 0.5713 4.622631 -5.755 0.451453 7.631828 0.4457638E+00 0.5405534E+00 7.2494123E-05 1.9897510E-05 8.1506877E-03 1.2981778E-04 2.5360324E-07 3.7449636E-10 1.8298454E-03 2.1113259E-06 1.431E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.242346 0.0000000E+00 0.0000000000E+00 
34 0.205838242069372E+07 47.195654 5.639647 4.620576 0.7200000E+00 0.2659559E+00 2.2831514E-03 2.7708603E-05 6.5875809E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 2.098E-25 0.5684 4.620576 -5.749 0.453372 7.632635 0.4372575E+00 0.5490596E+00 7.2714080E-05 1.9959209E-05 8.1510975E-03 1.2898343E-04 2.5042243E-07 3.7165133E-10 1.8284576E-03 2.1466541E-06 1.379E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.244344 0.0000000E+00 0.0000000000E+00 
35 0.210660549617313E+07 47.109109 5.642189 4.618540 0.7200000E+00 0.2659559E+00 2.2831511E-03 2.7708854E-05 6.5875810E-04 5.7184752E-03 2.2656013E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 2.908E-25 0.5652 4.618540 -5.743 0.455195 7.633424 0.4289072E+00 0.5574098E+00 7.2931061E-05 2.0020076E-05 8.1514065E-03 1.2826895E-04 2.4752306E-07 3.6916668E-10 1.8270919E-03 2.1806483E-06 1.330E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.246230 0.0000000E+00 0.0000000000E+00 
36 0.215531525103054E+07 47.020533 5.644861 4.616296 0.7200000E+00 0.2659559E+00 2.2831508E-03 2.7709184E-05 6.5875812E-04 5.7184752E-03 2.2656014E-06 1.2899740E-05 1.8768898E-03 1.5180834E-04 4.498E-25 0.5625 4.616296 -5.738 0.457164 7.634256 0.4203497E+00 0.5659671E+00 7.3154762E-05 2.0083133E-05 8.1516463E-03 1.2762161E-04 2.4473319E-07 3.6686413E-10 1.8256887E-03 2.2155575E-06 1.281E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.248216 0.0000000E+00 0.0000000000E+00 
37 0.220266588921987E+07 46.933360 5.647582 4.613989 0.7200000E+00 0.2659559E+00 2.2831505E-03 2.7709554E-05 6.5875814E-04 5.7184752E-03 2.2656014E-06 1.2899739E-05 1.8768898E-03 1.5180834E-04 6.454E-25 0.5598 4.613989 -5.732 0.459240 7.635093 0.4119354E+00 0.5743813E+00 7.3379769E-05 2.0146228E-05 8.1518168E-03 1.2705169E-04 2.4211360E-07 3.6478032E-10 1.8243055E-03 2.2494074E-06 1.235E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.250240 0.0000000E+00 0.0000000000E+00 
38 0.224954302102729E+07 46.845995 5.650039 4.611741 0.7200000E+00 0.2659559E+00 2.2831501E-03 2.7709966E-05 6.5875816E-04 5.7184752E-03 2.2656014E-06 1.2899739E-05 1.8768898E-03 1.5180834E-04 8.626E-25 0.5566 4.611741 -5.727 0.461203 7.635924 0.4034922E+00 0.5828244E+00 7.3604596E-05 2.0209528E-05 8.1519434E-03 1.2653179E-04 2.3962830E-07 3.6287159E-10 1.8229140E-03 2.2832048E-06 1.190E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.252129 0.0000000E+00 0.0000000000E+00 
39 0.229595138151665E+07 46.758483 5.652771 4.609299 0.7200000E+00 0.2659559E+00 2.2831496E-03 2.7710534E-05 6.5875819E-04 5.7184752E-03 2.2656014E-06 1.2899739E-05 1.8768898E-03 1.5180834E-04 1.362E-24 0.5539 4.609299 -5.722 0.463402 7.636789 0.3950221E+00 0.5912944E+00 7.3836969E-05 2.0274780E-05 8.1520245E-03 1.2605136E-04 2.3720675E-07 3.6107579E-10 1.8215143E-03 2.3173249E-06 1.147E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.254195 0.0000000E+00 0.0000000000E+00 
40 0.234189565840111E+07 46.670867 5.655334 4.606904 0.7200000E+00 0.2659559E+00 2.2831490E-03 2.7711150E-05 6.5875822E-04 5.7184752E-03 2.2656014E-06 1.2899739E-05 1.8768898E-03 1.5180834E-04 1.919E-24 0.5506 4.606904 -5.717 0.465555 7.637659 0.3865420E+00 0.5997743E+00 7.4070287E-05 2.0340183E-05 8.1520765E-03 1.2560268E-04 2.3488120E-07 3.5939362E-10 1.8201092E-03 2.3512347E-06 1.105E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.256180 0.0000000E+00 0.0000000000E+00 
41 0.238738049251673E+07 46.583143 5.657979 4.604359 0.7200000E+00 0.2659559E+00 2.2831484E-03 2.7711824E-05 6.5875826E-04 5.7184752E-03 2.2656014E-06 1.2899738E-05 1.8768898E-03 1.5180834E-04 2.517E-24 0.5479 4.604359 -5.713 0.467850 7.638556 0.3780234E+00 0.6082928E+00 7.4307922E-05 2.0407162E-05 8.1521025E-03 1.2517600E-04 2.3259086E-07 3.5776528E-10 1.8186937E-03 2.3860463E-06 1.065E-05 0.000E+00 0.000E+00 1.000E+00 1.000E+00 0.00E+00 0.00E+00 0.00E+00 0.000000 0.258230 0.0000000E+00 0.0000000000E+00 
